NCBI.GeneID	ySmbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
16641	Klrc1	killer cell lectin-like receptor subfamily C, member 1	Mus musculus	house mouse	PROTEIN_CODING	6	NA	
16644	Kng1	kininogen 1	Mus musculus	house mouse	PROTEIN_CODING	6	3827	NCBI Ortholog
16646	Kpna1	karyopherin subunit alpha 1	Mus musculus	house mouse	PROTEIN_CODING	6	3836	NCBI Ortholog
16656	Hivep3	human immunodeficiency virus type I enhancer binding protein 3	Mus musculus	house mouse	PROTEIN_CODING	11	59269	NCBI Ortholog
16666	Krt16	keratin 16	Mus musculus	house mouse	PROTEIN_CODING	2	3868	NCBI Ortholog
16780	Lamb3	laminin, beta 3	Mus musculus	house mouse	PROTEIN_CODING	4	3914	NCBI Ortholog
16796	Lasp1	LIM and SH3 protein 1	Mus musculus	house mouse	PROTEIN_CODING	4	3927	NCBI Ortholog
16826	Ldb2	LIM domain binding 2	Mus musculus	house mouse	PROTEIN_CODING	17	9079	NCBI Ortholog
16841	Lect2	leukocyte cell-derived chemotaxin 2	Mus musculus	house mouse	PROTEIN_CODING	2	3950	NCBI Ortholog
16858	Lgals7	lectin, galactose binding, soluble 7	Mus musculus	house mouse	PROTEIN_CODING	2	3963	NCBI Ortholog
16872	Lhx4	LIM homeobox protein 4	Mus musculus	house mouse	PROTEIN_CODING	2	89884	NCBI Ortholog
16881	Lig1	ligase I, DNA, ATP-dependent	Mus musculus	house mouse	PROTEIN_CODING	3	3978	NCBI Ortholog
16886	Limk2	LIM domain kinase 2	Mus musculus	house mouse	PROTEIN_CODING	14	3985	NCBI Ortholog
16993	Lta4h	leukotriene A4 hydrolase	Mus musculus	house mouse	PROTEIN_CODING	2	4048	NCBI Ortholog
16998	Ltbp3	latent transforming growth factor beta binding protein 3	Mus musculus	house mouse	PROTEIN_CODING	11	4054	NCBI Ortholog
17001	Ltc4s	leukotriene C4 synthase	Mus musculus	house mouse	PROTEIN_CODING	5	4056	NCBI Ortholog
17025	Alad	aminolevulinate, delta-, dehydratase	Mus musculus	house mouse	PROTEIN_CODING	3	210	NCBI Ortholog
170643	Kirrel1	kirre like nephrin family adhesion molecule 1	Mus musculus	house mouse	PROTEIN_CODING	7	55243	NCBI Ortholog
170733	Klra17	killer cell lectin-like receptor, subfamily A, member 17	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
170752	Bco2	beta-carotene oxygenase 2	Mus musculus	house mouse	PROTEIN_CODING	7	83875	NCBI Ortholog
170756	Slc8b1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	Mus musculus	house mouse	PROTEIN_CODING	6	80024	NCBI Ortholog
170758	Rac3	Rac family small GTPase 3	Mus musculus	house mouse	PROTEIN_CODING	1	5881	NCBI Ortholog
170771	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2	Mus musculus	house mouse	PROTEIN_CODING	6	202559	NCBI Ortholog
170790	Mlc1	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)	Mus musculus	house mouse	PROTEIN_CODING	2	23209	NCBI Ortholog
17095	Lyl1	lymphoblastomic leukemia 1	Mus musculus	house mouse	PROTEIN_CODING	3	4066	NCBI Ortholog
170952	Prima1	proline rich membrane anchor 1	Mus musculus	house mouse	PROTEIN_CODING	5	145270	NCBI Ortholog
171095	Il17rc	interleukin 17 receptor C	Mus musculus	house mouse	PROTEIN_CODING	7	84818	NCBI Ortholog
17110	Lyz1	lysozyme 1	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
17119	Mxd1	MAX dimerization protein 1	Mus musculus	house mouse	PROTEIN_CODING	3	4084	NCBI Ortholog
17134	Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	Mus musculus	house mouse	PROTEIN_CODING	8	4097	NCBI Ortholog
171463	Il17rd	interleukin 17 receptor D	Mus musculus	house mouse	PROTEIN_CODING	3	54756	NCBI Ortholog
17150	Mfap2	microfibrillar-associated protein 2	Mus musculus	house mouse	PROTEIN_CODING	6	4237	NCBI Ortholog
171506	H1f8	H1.8 linker histone	Mus musculus	house mouse	PROTEIN_CODING	2	132243	NCBI Ortholog
17153	Mal	myelin and lymphocyte protein, T cell differentiation protein	Mus musculus	house mouse	PROTEIN_CODING	2	4118	NCBI Ortholog
17174	Masp1	MBL associated serine protease 1	Mus musculus	house mouse	PROTEIN_CODING	7	5648	NCBI Ortholog
17175	Masp2	MBL associated serine protease 2	Mus musculus	house mouse	PROTEIN_CODING	3	10747	NCBI Ortholog
17181	Matn2	matrilin 2	Mus musculus	house mouse	PROTEIN_CODING	3	4147	NCBI Ortholog
17182	Matn3	matrilin 3	Mus musculus	house mouse	PROTEIN_CODING	1	4148	NCBI Ortholog
17190	Mbd1	methyl-CpG binding domain protein 1	Mus musculus	house mouse	PROTEIN_CODING	12	4152	NCBI Ortholog
17193	Mbd4	methyl-CpG binding domain protein 4	Mus musculus	house mouse	PROTEIN_CODING	14	8930	NCBI Ortholog
17203	Mc5r	melanocortin 5 receptor	Mus musculus	house mouse	PROTEIN_CODING	2	4161	NCBI Ortholog
17215	Mcm3	minichromosome maintenance complex component 3	Mus musculus	house mouse	PROTEIN_CODING	2	4172	NCBI Ortholog
17220	Mcm7	minichromosome maintenance complex component 7	Mus musculus	house mouse	PROTEIN_CODING	4	4176	NCBI Ortholog
17221	Cd46	CD46 antigen, complement regulatory protein	Mus musculus	house mouse	PROTEIN_CODING	12	4179	NCBI Ortholog
17224	Mcpt1	mast cell protease 1	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
17231	Mcpt8	mast cell protease 8	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
17279	Melk	maternal embryonic leucine zipper kinase	Mus musculus	house mouse	PROTEIN_CODING	4	9833	NCBI Ortholog
17305	Mfng	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Mus musculus	house mouse	PROTEIN_CODING	11	4242	NCBI Ortholog
17309	Mgat3	mannoside acetylglucosaminyltransferase 3	Mus musculus	house mouse	PROTEIN_CODING	9	4248	NCBI Ortholog
17318	Mid1	midline 1	Mus musculus	house mouse	PROTEIN_CODING	25	4281	NCBI Ortholog
17344	Pias2	protein inhibitor of activated STAT 2	Mus musculus	house mouse	PROTEIN_CODING	15	9063	NCBI Ortholog
17346	Mknk1	MAP kinase-interacting serine/threonine kinase 1	Mus musculus	house mouse	PROTEIN_CODING	11	8569	NCBI Ortholog
17347	Mknk2	MAP kinase-interacting serine/threonine kinase 2	Mus musculus	house mouse	PROTEIN_CODING	8	2872	NCBI Ortholog
17357	Marcksl1	MARCKS-like 1	Mus musculus	house mouse	PROTEIN_CODING	1	65108	NCBI Ortholog
17425	Foxk1	forkhead box K1	Mus musculus	house mouse	PROTEIN_CODING	2	221937	NCBI Ortholog
17448	Mdh2	malate dehydrogenase 2, NAD (mitochondrial)	Mus musculus	house mouse	PROTEIN_CODING	1	4191	NCBI Ortholog
17474	Clec4d	C-type lectin domain family 4, member d	Mus musculus	house mouse	PROTEIN_CODING	2	338339	NCBI Ortholog
17532	Mras	muscle and microspikes RAS	Mus musculus	house mouse	PROTEIN_CODING	4	22808	NCBI Ortholog
17681	Msc	musculin	Mus musculus	house mouse	PROTEIN_CODING	5	9242	NCBI Ortholog
17686	Msh3	mutS homolog 3	Mus musculus	house mouse	PROTEIN_CODING	9	4437	NCBI Ortholog
17754	Map1a	microtubule-associated protein 1 A	Mus musculus	house mouse	PROTEIN_CODING	3	4130	NCBI Ortholog
17758	Map4	microtubule-associated protein 4	Mus musculus	house mouse	PROTEIN_CODING	65	4134	NCBI Ortholog
17850	Mmut	methylmalonyl-Coenzyme A mutase	Mus musculus	house mouse	PROTEIN_CODING	2	4594	NCBI Ortholog
17859	Mxi1	MAX interactor 1, dimerization protein	Mus musculus	house mouse	PROTEIN_CODING	12	4601	NCBI Ortholog
17864	Mybl1	myeloblastosis oncogene-like 1	Mus musculus	house mouse	PROTEIN_CODING	5	4603	NCBI Ortholog
17885	Myh8	myosin, heavy polypeptide 8, skeletal muscle, perinatal	Mus musculus	house mouse	PROTEIN_CODING	2	4626	NCBI Ortholog
17897	Myl3	myosin, light polypeptide 3	Mus musculus	house mouse	PROTEIN_CODING	2	4634	NCBI Ortholog
17919	Myo5b	myosin VB	Mus musculus	house mouse	PROTEIN_CODING	5	4645	NCBI Ortholog
17929	Myom1	myomesin 1	Mus musculus	house mouse	PROTEIN_CODING	5	8736	NCBI Ortholog
17932	Myt1	myelin transcription factor 1	Mus musculus	house mouse	PROTEIN_CODING	20	4661	NCBI Ortholog
17938	Naca	nascent polypeptide-associated complex alpha polypeptide	Mus musculus	house mouse	PROTEIN_CODING	5	4666	NCBI Ortholog
17940	Naip1	NLR family, apoptosis inhibitory protein 1	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
17966	Nbr1	NBR1, autophagy cargo receptor	Mus musculus	house mouse	PROTEIN_CODING	15	4077	NCBI Ortholog
17968	Ncam2	neural cell adhesion molecule 2	Mus musculus	house mouse	PROTEIN_CODING	4	4685	NCBI Ortholog
17970	Ncf2	neutrophil cytosolic factor 2	Mus musculus	house mouse	PROTEIN_CODING	5	4688	NCBI Ortholog
18000	Septin2	septin 2	Mus musculus	house mouse	PROTEIN_CODING	13	4735	NCBI Ortholog
18002	Nedd8	neural precursor cell expressed, developmentally down-regulated gene 8	Mus musculus	house mouse	PROTEIN_CODING	1	4738	NCBI Ortholog
18004	Nek1	NIMA (never in mitosis gene a)-related expressed kinase 1	Mus musculus	house mouse	PROTEIN_CODING	11	4750	NCBI Ortholog
18005	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2	Mus musculus	house mouse	PROTEIN_CODING	4	4751	NCBI Ortholog
18045	Nfyb	nuclear transcription factor-Y beta	Mus musculus	house mouse	PROTEIN_CODING	6	4801	NCBI Ortholog
18048	Klk1b4	kallikrein 1-related pepidase b4	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
18050	Klk1b3	kallikrein 1-related peptidase b3	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
18074	Nid2	nidogen 2	Mus musculus	house mouse	PROTEIN_CODING	1	22795	NCBI Ortholog
18089	Nkx2-3	NK2 homeobox 3	Mus musculus	house mouse	PROTEIN_CODING	1	159296	NCBI Ortholog
18099	Nlk	nemo like kinase	Mus musculus	house mouse	PROTEIN_CODING	5	51701	NCBI Ortholog
18163	Ctnnd2	catenin delta 2	Mus musculus	house mouse	PROTEIN_CODING	6	1501	NCBI Ortholog
18164	Nptx1	neuronal pentraxin 1	Mus musculus	house mouse	PROTEIN_CODING	1	4884	NCBI Ortholog
18190	Nrxn2	neurexin II	Mus musculus	house mouse	PROTEIN_CODING	4	9379	NCBI Ortholog
18191	Nrxn3	neurexin III	Mus musculus	house mouse	PROTEIN_CODING	52	9369	NCBI Ortholog
18217	Ntsr2	neurotensin receptor 2	Mus musculus	house mouse	PROTEIN_CODING	7	23620	NCBI Ortholog
18223	Numbl	numb-like	Mus musculus	house mouse	PROTEIN_CODING	6	9253	NCBI Ortholog
18241	Gpr143	G protein-coupled receptor 143	Mus musculus	house mouse	PROTEIN_CODING	2	4935	NCBI Ortholog
18242	Oat	ornithine aminotransferase	Mus musculus	house mouse	PROTEIN_CODING	1	4942	NCBI Ortholog
18245	Oaz1	ornithine decarboxylase antizyme 1	Mus musculus	house mouse	PROTEIN_CODING	2	4946	NCBI Ortholog
18293	Ogdh	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	Mus musculus	house mouse	PROTEIN_CODING	17	4967	NCBI Ortholog
18313	Or10j5	olfactory receptor family 10 subfamily J member 5	Mus musculus	house mouse	PROTEIN_CODING	1	127385	NCBI Ortholog
18420	Otp	orthopedia homeobox	Mus musculus	house mouse	PROTEIN_CODING	3	23440	NCBI Ortholog
18432	Mybbp1a	MYB binding protein (P160) 1a	Mus musculus	house mouse	PROTEIN_CODING	1	10514	NCBI Ortholog
18489	Reg3b	regenerating islet-derived 3 beta	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
18515	Pbx2	pre B cell leukemia homeobox 2	Mus musculus	house mouse	PROTEIN_CODING	1	5089	NCBI Ortholog
18518	Igbp1	immunoglobulin (CD79A) binding protein 1	Mus musculus	house mouse	PROTEIN_CODING	1	3476	NCBI Ortholog
18521	Pcbp2	poly(rC) binding protein 2	Mus musculus	house mouse	PROTEIN_CODING	50	5094	NCBI Ortholog
18526	Pcdh10	protocadherin 10	Mus musculus	house mouse	PROTEIN_CODING	4	57575	NCBI Ortholog
18542	Pcolce	procollagen C-endopeptidase enhancer protein	Mus musculus	house mouse	PROTEIN_CODING	1	5118	NCBI Ortholog
18551	Pcsk4	proprotein convertase subtilisin/kexin type 4	Mus musculus	house mouse	PROTEIN_CODING	37	54760	NCBI Ortholog
18559	Pctp	phosphatidylcholine transfer protein	Mus musculus	house mouse	PROTEIN_CODING	2	58488	NCBI Ortholog
18563	Pcx	pyruvate carboxylase	Mus musculus	house mouse	PROTEIN_CODING	3	5091	NCBI Ortholog
18571	Pdcd6ip	programmed cell death 6 interacting protein	Mus musculus	house mouse	PROTEIN_CODING	6	10015	NCBI Ortholog
18577	Pde4a	phosphodiesterase 4A, cAMP specific	Mus musculus	house mouse	PROTEIN_CODING	13	5141	NCBI Ortholog
18604	Pdk2	pyruvate dehydrogenase kinase, isoenzyme 2	Mus musculus	house mouse	PROTEIN_CODING	2	5164	NCBI Ortholog
18641	Pfkl	phosphofructokinase, liver, B-type	Mus musculus	house mouse	PROTEIN_CODING	2	5211	NCBI Ortholog
18642	Pfkm	phosphofructokinase, muscle	Mus musculus	house mouse	PROTEIN_CODING	6	5213	NCBI Ortholog
18679	Phka1	phosphorylase kinase alpha 1	Mus musculus	house mouse	PROTEIN_CODING	7	5255	NCBI Ortholog
18704	Pik3c2a	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	Mus musculus	house mouse	PROTEIN_CODING	4	5286	NCBI Ortholog
18720	Pip5k1a	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	Mus musculus	house mouse	PROTEIN_CODING	10	8394	NCBI Ortholog
18738	Pitpna	phosphatidylinositol transfer protein, alpha	Mus musculus	house mouse	PROTEIN_CODING	2	5306	NCBI Ortholog
18755	Prkch	protein kinase C, eta	Mus musculus	house mouse	PROTEIN_CODING	2	5583	NCBI Ortholog
18778	Pla2g1b	phospholipase A2, group IB, pancreas	Mus musculus	house mouse	PROTEIN_CODING	4	5319	NCBI Ortholog
18813	Pa2g4	proliferation-associated 2G4	Mus musculus	house mouse	PROTEIN_CODING	1	5036	NCBI Ortholog
18843	Bpifa1	BPI fold containing family A, member 1	Mus musculus	house mouse	PROTEIN_CODING	1	51297	NCBI Ortholog
18951	Septin5	septin 5	Mus musculus	house mouse	PROTEIN_CODING	1	5413	NCBI Ortholog
18983	Cnot7	CCR4-NOT transcription complex, subunit 7	Mus musculus	house mouse	PROTEIN_CODING	11	29883	NCBI Ortholog
19012	Plpp1	phospholipid phosphatase 1	Mus musculus	house mouse	PROTEIN_CODING	2	8611	NCBI Ortholog
19035	Ppib	peptidylprolyl isomerase B	Mus musculus	house mouse	PROTEIN_CODING	1	5479	NCBI Ortholog
19042	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform	Mus musculus	house mouse	PROTEIN_CODING	6	5494	NCBI Ortholog
19060	Ppp5c	protein phosphatase 5, catalytic subunit	Mus musculus	house mouse	PROTEIN_CODING	7	5536	NCBI Ortholog
19065	Npy4r	neuropeptide Y receptor Y4	Mus musculus	house mouse	PROTEIN_CODING	1	5540	NCBI Ortholog
19085	Prkar1b	protein kinase, cAMP dependent regulatory, type I beta	Mus musculus	house mouse	PROTEIN_CODING	9	5575	NCBI Ortholog
19128	Pros1	protein S (alpha)	Mus musculus	house mouse	PROTEIN_CODING	2	5627	NCBI Ortholog
19142	Prss12	serine protease 12 neurotrypsin (motopsin)	Mus musculus	house mouse	PROTEIN_CODING	1	8492	NCBI Ortholog
19152	Prtn3	proteinase 3	Mus musculus	house mouse	PROTEIN_CODING	1	5657	NCBI Ortholog
19153	Prx	periaxin	Mus musculus	house mouse	PROTEIN_CODING	3	57716	NCBI Ortholog
19186	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	Mus musculus	house mouse	PROTEIN_CODING	1	5720	NCBI Ortholog
19188	Psme2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	Mus musculus	house mouse	PROTEIN_CODING	2	5721	NCBI Ortholog
19201	Pstpip2	proline-serine-threonine phosphatase-interacting protein 2	Mus musculus	house mouse	PROTEIN_CODING	5	9050	NCBI Ortholog
192113	Atp12a	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	Mus musculus	house mouse	PROTEIN_CODING	1	479	NCBI Ortholog
192140	Tmc2	transmembrane channel-like gene family 2	Mus musculus	house mouse	PROTEIN_CODING	1	117532	NCBI Ortholog
192187	Stab1	stabilin 1	Mus musculus	house mouse	PROTEIN_CODING	4	23166	NCBI Ortholog
192188	Stab2	stabilin 2	Mus musculus	house mouse	PROTEIN_CODING	10	55576	NCBI Ortholog
19223	Ptgis	prostaglandin I2 (prostacyclin) synthase	Mus musculus	house mouse	PROTEIN_CODING	6	5740	NCBI Ortholog
192231	Hexim1	hexamethylene bis-acetamide inducible 1	Mus musculus	house mouse	PROTEIN_CODING	1	10614	NCBI Ortholog
192232	Hps4	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2	Mus musculus	house mouse	PROTEIN_CODING	6	89781	NCBI Ortholog
19230	Twf1	twinfilin actin binding protein 1	Mus musculus	house mouse	PROTEIN_CODING	3	5756	NCBI Ortholog
19245	Ptp4a3	protein tyrosine phosphatase 4a3	Mus musculus	house mouse	PROTEIN_CODING	11	11156	NCBI Ortholog
19263	Ptprb	protein tyrosine phosphatase receptor type B	Mus musculus	house mouse	PROTEIN_CODING	9	5787	NCBI Ortholog
19270	Ptprg	protein tyrosine phosphatase receptor type G	Mus musculus	house mouse	PROTEIN_CODING	3	5793	NCBI Ortholog
19279	Ptprr	protein tyrosine phosphatase receptor type R	Mus musculus	house mouse	PROTEIN_CODING	8	5801	NCBI Ortholog
19291	Purb	purine rich element binding protein B	Mus musculus	house mouse	PROTEIN_CODING	1	5814	NCBI Ortholog
19299	Abcd3	ATP-binding cassette, sub-family D member 3	Mus musculus	house mouse	PROTEIN_CODING	8	5825	NCBI Ortholog
19309	Pygm	muscle glycogen phosphorylase	Mus musculus	house mouse	PROTEIN_CODING	1	5837	NCBI Ortholog
19325	Rab10	RAB10, member RAS oncogene family	Mus musculus	house mouse	PROTEIN_CODING	1	10890	NCBI Ortholog
19326	Rab11b	RAB11B, member RAS oncogene family	Mus musculus	house mouse	PROTEIN_CODING	3	9230	NCBI Ortholog
19330	Rab18	RAB18, member RAS oncogene family	Mus musculus	house mouse	PROTEIN_CODING	2	22931	NCBI Ortholog
19335	Rab23	RAB23, member RAS oncogene family	Mus musculus	house mouse	PROTEIN_CODING	5	51715	NCBI Ortholog
19340	Rab3d	RAB3D, member RAS oncogene family	Mus musculus	house mouse	PROTEIN_CODING	4	9545	NCBI Ortholog
19346	Rab6a	RAB6A, member RAS oncogene family	Mus musculus	house mouse	PROTEIN_CODING	3	5870	NCBI Ortholog
19364	Rad51d	RAD51 paralog D	Mus musculus	house mouse	PROTEIN_CODING	10	5892	NCBI Ortholog
19365	Rad52	RAD52 homolog, DNA repair protein	Mus musculus	house mouse	PROTEIN_CODING	24	5893	NCBI Ortholog
19366	Rad54l	RAD54 like (S. cerevisiae)	Mus musculus	house mouse	PROTEIN_CODING	9	8438	NCBI Ortholog
19377	Rai1	retinoic acid induced 1	Mus musculus	house mouse	PROTEIN_CODING	13	10743	NCBI Ortholog
19385	Ranbp1	RAN binding protein 1	Mus musculus	house mouse	PROTEIN_CODING	1	5902	NCBI Ortholog
19387	Rangap1	RAN GTPase activating protein 1	Mus musculus	house mouse	PROTEIN_CODING	5	5905	NCBI Ortholog
19395	Rasgrp2	RAS, guanyl releasing protein 2	Mus musculus	house mouse	PROTEIN_CODING	28	10235	NCBI Ortholog
19418	Rasgrf2	RAS protein-specific guanine nucleotide-releasing factor 2	Mus musculus	house mouse	PROTEIN_CODING	3	5924	NCBI Ortholog
195046	Nlrp1a	NLR family, pyrin domain containing 1A	Mus musculus	house mouse	PROTEIN_CODING	4	22861	NCBI Ortholog
19646	Rbbp4	retinoblastoma binding protein 4, chromatin remodeling factor	Mus musculus	house mouse	PROTEIN_CODING	1	5928	NCBI Ortholog
19660	Rbp2	retinol binding protein 2, cellular	Mus musculus	house mouse	PROTEIN_CODING	1	5948	NCBI Ortholog
19682	Rdh5	retinol dehydrogenase 5	Mus musculus	house mouse	PROTEIN_CODING	8	5959	NCBI Ortholog
19693	Reg2	regenerating islet-derived 2	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
19704	Upf1	UPF1 RNA helicase and ATPase	Mus musculus	house mouse	PROTEIN_CODING	4	5976	NCBI Ortholog
19720	Trim27	tripartite motif-containing 27	Mus musculus	house mouse	PROTEIN_CODING	8	5987	NCBI Ortholog
19726	Rfx3	regulatory factor X, 3 (influences HLA class II expression)	Mus musculus	house mouse	PROTEIN_CODING	17	5991	NCBI Ortholog
19734	Rgs16	regulator of G-protein signaling 16	Mus musculus	house mouse	PROTEIN_CODING	1	6004	NCBI Ortholog
19775	Xpr1	xenotropic and polytropic retrovirus receptor 1	Mus musculus	house mouse	PROTEIN_CODING	1	9213	NCBI Ortholog
19820	Rlim	ring finger protein, LIM domain interacting	Mus musculus	house mouse	PROTEIN_CODING	12	51132	NCBI Ortholog
19822	Rnf4	ring finger protein 4	Mus musculus	house mouse	PROTEIN_CODING	3	6047	NCBI Ortholog
19823	Rnf7	ring finger protein 7	Mus musculus	house mouse	PROTEIN_CODING	2	9616	NCBI Ortholog
19881	Rom1	rod outer segment membrane protein 1	Mus musculus	house mouse	PROTEIN_CODING	1	6094	NCBI Ortholog
19888	Rp1	retinitis pigmentosa 1 (human)	Mus musculus	house mouse	PROTEIN_CODING	4	6101	NCBI Ortholog
19989	Rpl7	ribosomal protein L7	Mus musculus	house mouse	PROTEIN_CODING	1	6129	NCBI Ortholog
20085	Rps19	ribosomal protein S19	Mus musculus	house mouse	PROTEIN_CODING	9	6223	NCBI Ortholog
20112	Rps6ka2	ribosomal protein S6 kinase, polypeptide 2	Mus musculus	house mouse	PROTEIN_CODING	5	6196	NCBI Ortholog
20133	Rrm1	ribonucleotide reductase M1	Mus musculus	house mouse	PROTEIN_CODING	1	6240	NCBI Ortholog
20168	Rtn3	reticulon 3	Mus musculus	house mouse	PROTEIN_CODING	6	10313	NCBI Ortholog
20250	Scd2	stearoyl-Coenzyme A desaturase 2	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
20254	Scg2	secretogranin II	Mus musculus	house mouse	PROTEIN_CODING	2	7857	NCBI Ortholog
20269	Scn3a	sodium channel, voltage-gated, type III, alpha	Mus musculus	house mouse	PROTEIN_CODING	9	6328	NCBI Ortholog
20272	Scn7a	sodium channel, voltage-gated, type VII, alpha	Mus musculus	house mouse	PROTEIN_CODING	1	6332	NCBI Ortholog
20307	Ccl8	C-C motif chemokine ligand 8	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
20308	Ccl9	C-C motif chemokine ligand 9	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
20309	Cxcl15	C-X-C motif chemokine ligand 15	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
20320	Nptn	neuroplastin	Mus musculus	house mouse	PROTEIN_CODING	16	27020	NCBI Ortholog
20322	Sord	sorbitol dehydrogenase	Mus musculus	house mouse	PROTEIN_CODING	1	6652	NCBI Ortholog
20334	Sec23a	SEC23 homolog A, COPII coat complex component	Mus musculus	house mouse	PROTEIN_CODING	2	10484	NCBI Ortholog
20338	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	Mus musculus	house mouse	PROTEIN_CODING	2	6400	NCBI Ortholog
20347	Sema3b	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	Mus musculus	house mouse	PROTEIN_CODING	19	7869	NCBI Ortholog
