NCBI.GeneID	Symbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
4014	LORICRIN	loricrin cornified envelope precursor protein	Homo sapiens	human	PROTEIN_CODING	1	4014	NCBI Ortholog
4046	LSP1	lymphocyte specific protein 1	Homo sapiens	human	PROTEIN_CODING	6	4046	NCBI Ortholog
4071	TM4SF1	transmembrane 4 L six family member 1	Homo sapiens	human	PROTEIN_CODING	4	4071	NCBI Ortholog
4074	M6PR	mannose-6-phosphate receptor, cation dependent	Homo sapiens	human	PROTEIN_CODING	18	4074	NCBI Ortholog
4076	CAPRIN1	cell cycle associated protein 1	Homo sapiens	human	PROTEIN_CODING	6	4076	NCBI Ortholog
4077	NBR1	NBR1 autophagy cargo receptor	Homo sapiens	human	PROTEIN_CODING	14	4077	NCBI Ortholog
4084	MXD1	MAX dimerization protein 1	Homo sapiens	human	PROTEIN_CODING	3	4084	NCBI Ortholog
4099	MAG	myelin associated glycoprotein	Homo sapiens	human	PROTEIN_CODING	3	4099	NCBI Ortholog
4103	MAGEA4	MAGE family member A4	Homo sapiens	human	PROTEIN_CODING	12	4103	NCBI Ortholog
4141	MARS1	methionyl-tRNA synthetase 1	Homo sapiens	human	PROTEIN_CODING	5	4141	NCBI Ortholog
4142	MAS1	MAS1 proto-oncogene, G protein-coupled receptor	Homo sapiens	human	PROTEIN_CODING	4	4142	NCBI Ortholog
4144	MAT2A	methionine adenosyltransferase 2A	Homo sapiens	human	PROTEIN_CODING	1	4144	NCBI Ortholog
4148	MATN3	matrilin 3	Homo sapiens	human	PROTEIN_CODING	1	4148	NCBI Ortholog
4150	MAZ	MYC associated zinc finger protein	Homo sapiens	human	PROTEIN_CODING	11	4150	NCBI Ortholog
415116	PIM3	Pim-3 proto-oncogene, serine/threonine kinase	Homo sapiens	human	PROTEIN_CODING	1	415116	NCBI Ortholog
4152	MBD1	methyl-CpG binding domain protein 1	Homo sapiens	human	PROTEIN_CODING	183	4152	NCBI Ortholog
4191	MDH2	malate dehydrogenase 2	Homo sapiens	human	PROTEIN_CODING	4	4191	NCBI Ortholog
4199	ME1	malic enzyme 1	Homo sapiens	human	PROTEIN_CODING	1	4199	NCBI Ortholog
4212	MEIS2	Meis homeobox 2	Homo sapiens	human	PROTEIN_CODING	9	4212	NCBI Ortholog
4241	MELTF	melanotransferrin	Homo sapiens	human	PROTEIN_CODING	8	4241	NCBI Ortholog
4300	MLLT3	MLLT3 super elongation complex subunit	Homo sapiens	human	PROTEIN_CODING	2	4300	NCBI Ortholog
4308	TRPM1	transient receptor potential cation channel subfamily M member 1	Homo sapiens	human	PROTEIN_CODING	10	4308	NCBI Ortholog
4325	MMP16	matrix metallopeptidase 16	Homo sapiens	human	PROTEIN_CODING	3	4325	NCBI Ortholog
4331	MNAT1	MNAT1 component of CDK activating kinase	Homo sapiens	human	PROTEIN_CODING	10	4331	NCBI Ortholog
4343	MOV10	Mov10 RNA helicase	Homo sapiens	human	PROTEIN_CODING	21	4343	NCBI Ortholog
435	ASL	argininosuccinate lyase	Homo sapiens	human	PROTEIN_CODING	4	435	NCBI Ortholog
4358	MPV17	mitochondrial inner membrane protein MPV17	Homo sapiens	human	PROTEIN_CODING	5	4358	NCBI Ortholog
443	ASPA	aspartoacylase	Homo sapiens	human	PROTEIN_CODING	4	443	NCBI Ortholog
4537	MT-ND3	NADH dehydrogenase subunit 3	Homo sapiens	human	PROTEIN_CODING	NA	NA	
4589	MUC7	mucin 7, secreted	Homo sapiens	human	PROTEIN_CODING	5	4589	NCBI Ortholog
4591	TRIM37	tripartite motif containing 37	Homo sapiens	human	PROTEIN_CODING	82	4591	NCBI Ortholog
4601	MXI1	MAX interactor 1, dimerization protein	Homo sapiens	human	PROTEIN_CODING	3	4601	NCBI Ortholog
4620	MYH2	myosin heavy chain 2	Homo sapiens	human	PROTEIN_CODING	2	4620	NCBI Ortholog
4624	MYH6	myosin heavy chain 6	Homo sapiens	human	PROTEIN_CODING	1	4624	NCBI Ortholog
4656	MYOG	myogenin	Homo sapiens	human	PROTEIN_CODING	1	4656	NCBI Ortholog
4666	NACA	nascent polypeptide associated complex subunit alpha	Homo sapiens	human	PROTEIN_CODING	7	4666	NCBI Ortholog
4669	NAGLU	N-acetyl-alpha-glucosaminidase	Homo sapiens	human	PROTEIN_CODING	9	4669	NCBI Ortholog
4673	NAP1L1	nucleosome assembly protein 1 like 1	Homo sapiens	human	PROTEIN_CODING	11	4673	NCBI Ortholog
4678	NASP	nuclear autoantigenic sperm protein	Homo sapiens	human	PROTEIN_CODING	13	4678	NCBI Ortholog
471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	Homo sapiens	human	PROTEIN_CODING	15	471	NCBI Ortholog
4719	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	Homo sapiens	human	PROTEIN_CODING	5	4719	NCBI Ortholog
4722	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	Homo sapiens	human	PROTEIN_CODING	1	4722	NCBI Ortholog
4724	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	Homo sapiens	human	PROTEIN_CODING	5	4724	NCBI Ortholog
4750	NEK1	NIMA related kinase 1	Homo sapiens	human	PROTEIN_CODING	39	4750	NCBI Ortholog
4756	NEO1	neogenin 1	Homo sapiens	human	PROTEIN_CODING	54	4756	NCBI Ortholog
4774	NFIA	nuclear factor I A	Homo sapiens	human	PROTEIN_CODING	4	4774	NCBI Ortholog
4775	NFATC3	nuclear factor of activated T cells 3	Homo sapiens	human	PROTEIN_CODING	3	4775	NCBI Ortholog
4776	NFATC4	nuclear factor of activated T cells 4	Homo sapiens	human	PROTEIN_CODING	9	4776	NCBI Ortholog
4778	NFE2	nuclear factor, erythroid 2	Homo sapiens	human	PROTEIN_CODING	6	4778	NCBI Ortholog
4793	NFKBIB	NFKB inhibitor beta	Homo sapiens	human	PROTEIN_CODING	12	4793	NCBI Ortholog
4801	NFYB	nuclear transcription factor Y subunit beta	Homo sapiens	human	PROTEIN_CODING	22	4801	NCBI Ortholog
4811	NID1	nidogen 1	Homo sapiens	human	PROTEIN_CODING	1	4811	NCBI Ortholog
4862	NPAS2	neuronal PAS domain protein 2	Homo sapiens	human	PROTEIN_CODING	39	4862	NCBI Ortholog
489	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	Homo sapiens	human	PROTEIN_CODING	29	489	NCBI Ortholog
4909	NTF4	neurotrophin 4	Homo sapiens	human	PROTEIN_CODING	14	4909	NCBI Ortholog
491	ATP2B2	ATPase plasma membrane Ca2+ transporting 2	Homo sapiens	human	PROTEIN_CODING	29	491	NCBI Ortholog
4927	NUP88	nucleoporin 88	Homo sapiens	human	PROTEIN_CODING	4	4927	NCBI Ortholog
493856	CISD2	CDGSH iron sulfur domain 2	Homo sapiens	human	PROTEIN_CODING	1	493856	NCBI Ortholog
4969	OGN	osteoglycin	Homo sapiens	human	PROTEIN_CODING	3	4969	NCBI Ortholog
4998	ORC1	origin recognition complex subunit 1	Homo sapiens	human	PROTEIN_CODING	11	4998	NCBI Ortholog
5010	CLDN11	claudin 11	Homo sapiens	human	PROTEIN_CODING	2	5010	NCBI Ortholog
5031	P2RY6	pyrimidinergic receptor P2Y6	Homo sapiens	human	PROTEIN_CODING	24	5031	NCBI Ortholog
5033	P4HA1	prolyl 4-hydroxylase subunit alpha 1	Homo sapiens	human	PROTEIN_CODING	4	5033	NCBI Ortholog
50615	IL21R	interleukin 21 receptor	Homo sapiens	human	PROTEIN_CODING	8	50615	NCBI Ortholog
5066	PAM	peptidylglycine alpha-amidating monooxygenase	Homo sapiens	human	PROTEIN_CODING	95	5066	NCBI Ortholog
50674	NEUROG3	neurogenin 3	Homo sapiens	human	PROTEIN_CODING	3	50674	NCBI Ortholog
5075	PAX1	paired box 1	Homo sapiens	human	PROTEIN_CODING	2	5075	NCBI Ortholog
50807	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	Homo sapiens	human	PROTEIN_CODING	44	50807	NCBI Ortholog
50814	NSDHL	NAD(P) dependent steroid dehydrogenase-like	Homo sapiens	human	PROTEIN_CODING	8	50814	NCBI Ortholog
50855	PARD6A	par-6 family cell polarity regulator alpha	Homo sapiens	human	PROTEIN_CODING	14	50855	NCBI Ortholog
5090	PBX3	PBX homeobox 3	Homo sapiens	human	PROTEIN_CODING	16	5090	NCBI Ortholog
50940	PDE11A	phosphodiesterase 11A	Homo sapiens	human	PROTEIN_CODING	4	50940	NCBI Ortholog
5095	PCCA	propionyl-CoA carboxylase subunit alpha	Homo sapiens	human	PROTEIN_CODING	57	5095	NCBI Ortholog
5096	PCCB	propionyl-CoA carboxylase subunit beta	Homo sapiens	human	PROTEIN_CODING	5	5096	NCBI Ortholog
51022	GLRX2	glutaredoxin 2	Homo sapiens	human	PROTEIN_CODING	3	51022	NCBI Ortholog
51024	FIS1	fission, mitochondrial 1	Homo sapiens	human	PROTEIN_CODING	1	51024	NCBI Ortholog
51100	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	Homo sapiens	human	PROTEIN_CODING	13	51100	NCBI Ortholog
51144	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	Homo sapiens	human	PROTEIN_CODING	11	51144	NCBI Ortholog
51208	CLDN18	claudin 18	Homo sapiens	human	PROTEIN_CODING	2	51208	NCBI Ortholog
5125	PCSK5	proprotein convertase subtilisin/kexin type 5	Homo sapiens	human	PROTEIN_CODING	14	5125	NCBI Ortholog
5126	PCSK2	proprotein convertase subtilisin/kexin type 2	Homo sapiens	human	PROTEIN_CODING	3	5126	NCBI Ortholog
51327	AHSP	alpha hemoglobin stabilizing protein	Homo sapiens	human	PROTEIN_CODING	3	51327	NCBI Ortholog
51429	SNX9	sorting nexin 9	Homo sapiens	human	PROTEIN_CODING	3	51429	NCBI Ortholog
51434	ANAPC7	anaphase promoting complex subunit 7	Homo sapiens	human	PROTEIN_CODING	9	51434	NCBI Ortholog
51438	MAGEC2	MAGE family member C2	Homo sapiens	human	PROTEIN_CODING	1	51438	NCBI Ortholog
51474	LIMA1	LIM domain and actin binding 1	Homo sapiens	human	PROTEIN_CODING	13	51474	NCBI Ortholog
51514	DTL	denticleless E3 ubiquitin protein ligase homolog	Homo sapiens	human	PROTEIN_CODING	7	51514	NCBI Ortholog
51529	ANAPC11	anaphase promoting complex subunit 11	Homo sapiens	human	PROTEIN_CODING	12	51529	NCBI Ortholog
51552	RAB14	RAB14, member RAS oncogene family	Homo sapiens	human	PROTEIN_CODING	1	51552	NCBI Ortholog
51567	TDP2	tyrosyl-DNA phosphodiesterase 2	Homo sapiens	human	PROTEIN_CODING	1	51567	NCBI Ortholog
51574	LARP7	La ribonucleoprotein 7, transcriptional regulator	Homo sapiens	human	PROTEIN_CODING	22	51574	NCBI Ortholog
51593	SRRT	serrate, RNA effector molecule	Homo sapiens	human	PROTEIN_CODING	16	51593	NCBI Ortholog
5162	PDHB	pyruvate dehydrogenase E1 subunit beta	Homo sapiens	human	PROTEIN_CODING	4	5162	NCBI Ortholog
5164	PDK2	pyruvate dehydrogenase kinase 2	Homo sapiens	human	PROTEIN_CODING	4	5164	NCBI Ortholog
51703	ACSL5	acyl-CoA synthetase long chain family member 5	Homo sapiens	human	PROTEIN_CODING	4	51703	NCBI Ortholog
51726	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11	Homo sapiens	human	PROTEIN_CODING	8	51726	NCBI Ortholog
5189	PEX1	peroxisomal biogenesis factor 1	Homo sapiens	human	PROTEIN_CODING	7	5189	NCBI Ortholog
5211	PFKL	phosphofructokinase, liver type	Homo sapiens	human	PROTEIN_CODING	18	5211	NCBI Ortholog
5217	PFN2	profilin 2	Homo sapiens	human	PROTEIN_CODING	2	5217	NCBI Ortholog
5218	CDK14	cyclin dependent kinase 14	Homo sapiens	human	PROTEIN_CODING	4	5218	NCBI Ortholog
5236	PGM1	phosphoglucomutase 1	Homo sapiens	human	PROTEIN_CODING	3	5236	NCBI Ortholog
5250	SLC25A3	solute carrier family 25 member 3	Homo sapiens	human	PROTEIN_CODING	3	5250	NCBI Ortholog
5256	PHKA2	phosphorylase kinase regulatory subunit alpha 2	Homo sapiens	human	PROTEIN_CODING	25	5256	NCBI Ortholog
5272	SERPINB9	serpin family B member 9	Homo sapiens	human	PROTEIN_CODING	7	5272	NCBI Ortholog
5287	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	Homo sapiens	human	PROTEIN_CODING	3	5287	NCBI Ortholog
5317	PKP1	plakophilin 1	Homo sapiens	human	PROTEIN_CODING	2	5317	NCBI Ortholog
5322	PLA2G5	phospholipase A2 group V	Homo sapiens	human	PROTEIN_CODING	27	5322	NCBI Ortholog
53630	BCO1	beta-carotene oxygenase 1	Homo sapiens	human	PROTEIN_CODING	13	53630	NCBI Ortholog
5394	EXOSC10	exosome component 10	Homo sapiens	human	PROTEIN_CODING	8	5394	NCBI Ortholog
53947	A4GALT	alpha 1,4-galactosyltransferase (P1PK blood group)	Homo sapiens	human	PROTEIN_CODING	22	53947	NCBI Ortholog
5396	PRRX1	paired related homeobox 1	Homo sapiens	human	PROTEIN_CODING	4	5396	NCBI Ortholog
5406	PNLIP	pancreatic lipase	Homo sapiens	human	PROTEIN_CODING	1	5406	NCBI Ortholog
5409	PNMT	phenylethanolamine N-methyltransferase	Homo sapiens	human	PROTEIN_CODING	4	5409	NCBI Ortholog
5411	PNN	pinin, desmosome associated protein	Homo sapiens	human	PROTEIN_CODING	1	5411	NCBI Ortholog
5414	SEPTIN4	septin 4	Homo sapiens	human	PROTEIN_CODING	33	5414	NCBI Ortholog
5433	POLR2D	RNA polymerase II subunit D	Homo sapiens	human	PROTEIN_CODING	1	5433	NCBI Ortholog
54331	GNG2	G protein subunit gamma 2	Homo sapiens	human	PROTEIN_CODING	23	54331	NCBI Ortholog
5435	POLR2F	RNA polymerase II, I and III subunit F	Homo sapiens	human	PROTEIN_CODING	6	5435	NCBI Ortholog
5438	POLR2I	RNA polymerase II subunit I	Homo sapiens	human	PROTEIN_CODING	1	5438	NCBI Ortholog
5439	POLR2J	RNA polymerase II subunit J	Homo sapiens	human	PROTEIN_CODING	6	5439	NCBI Ortholog
5440	POLR2K	RNA polymerase II, I and III subunit K	Homo sapiens	human	PROTEIN_CODING	1	5440	NCBI Ortholog
54407	SLC38A2	solute carrier family 38 member 2	Homo sapiens	human	PROTEIN_CODING	6	54407	NCBI Ortholog
5441	POLR2L	RNA polymerase II, I and III subunit L	Homo sapiens	human	PROTEIN_CODING	1	5441	NCBI Ortholog
5450	POU2AF1	POU class 2 homeobox associating factor 1	Homo sapiens	human	PROTEIN_CODING	6	5450	NCBI Ortholog
5452	POU2F2	POU class 2 homeobox 2	Homo sapiens	human	PROTEIN_CODING	51	5452	NCBI Ortholog
54538	ROBO4	roundabout guidance receptor 4	Homo sapiens	human	PROTEIN_CODING	6	54538	NCBI Ortholog
5456	POU3F4	POU class 3 homeobox 4	Homo sapiens	human	PROTEIN_CODING	1	5456	NCBI Ortholog
54575	UGT1A10	UDP glucuronosyltransferase family 1 member A10	Homo sapiens	human	PROTEIN_CODING	1	54575	NCBI Ortholog
54576	UGT1A8	UDP glucuronosyltransferase family 1 member A8	Homo sapiens	human	PROTEIN_CODING	1	54576	NCBI Ortholog
54623	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	Homo sapiens	human	PROTEIN_CODING	5	54623	NCBI Ortholog
5464	PPA1	inorganic pyrophosphatase 1	Homo sapiens	human	PROTEIN_CODING	1	5464	NCBI Ortholog
54714	CNGB3	cyclic nucleotide gated channel subunit beta 3	Homo sapiens	human	PROTEIN_CODING	3	54714	NCBI Ortholog
54820	NDE1	nudE neurodevelopment protein 1	Homo sapiens	human	PROTEIN_CODING	62	54820	NCBI Ortholog
54845	ESRP1	epithelial splicing regulatory protein 1	Homo sapiens	human	PROTEIN_CODING	9	54845	NCBI Ortholog
54894	RNF43	ring finger protein 43	Homo sapiens	human	PROTEIN_CODING	13	54894	NCBI Ortholog
55024	BANK1	B cell scaffold protein with ankyrin repeats 1	Homo sapiens	human	PROTEIN_CODING	3	55024	NCBI Ortholog
5511	PPP1R8	protein phosphatase 1 regulatory subunit 8	Homo sapiens	human	PROTEIN_CODING	3	5511	NCBI Ortholog
55120	FANCL	FA complementation group L	Homo sapiens	human	PROTEIN_CODING	32	55120	NCBI Ortholog
55135	WRAP53	WD repeat containing antisense to TP53	Homo sapiens	human	PROTEIN_CODING	4	55135	NCBI Ortholog
5514	PPP1R10	protein phosphatase 1 regulatory subunit 10	Homo sapiens	human	PROTEIN_CODING	20	5514	NCBI Ortholog
55143	CDCA8	cell division cycle associated 8	Homo sapiens	human	PROTEIN_CODING	2	55143	NCBI Ortholog
5516	PPP2CB	protein phosphatase 2 catalytic subunit beta	Homo sapiens	human	PROTEIN_CODING	1	5516	NCBI Ortholog
55183	RIF1	replication timing regulatory factor 1	Homo sapiens	human	PROTEIN_CODING	92	55183	NCBI Ortholog
5519	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta	Homo sapiens	human	PROTEIN_CODING	25	5519	NCBI Ortholog
55226	NAT10	N-acetyltransferase 10	Homo sapiens	human	PROTEIN_CODING	2	55226	NCBI Ortholog
55244	SLC47A1	solute carrier family 47 member 1	Homo sapiens	human	PROTEIN_CODING	1	55244	NCBI Ortholog
5525	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	Homo sapiens	human	PROTEIN_CODING	2	5525	NCBI Ortholog
5528	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta	Homo sapiens	human	PROTEIN_CODING	4	5528	NCBI Ortholog
5531	PPP4C	protein phosphatase 4 catalytic subunit	Homo sapiens	human	PROTEIN_CODING	7	5531	NCBI Ortholog
55366	LGR4	leucine rich repeat containing G protein-coupled receptor 4	Homo sapiens	human	PROTEIN_CODING	2	55366	NCBI Ortholog
5537	PPP6C	protein phosphatase 6 catalytic subunit	Homo sapiens	human	PROTEIN_CODING	11	5537	NCBI Ortholog
55388	MCM10	minichromosome maintenance 10 replication initiation factor	Homo sapiens	human	PROTEIN_CODING	6	55388	NCBI Ortholog
5539	PPY	pancreatic polypeptide	Homo sapiens	human	PROTEIN_CODING	4	5539	NCBI Ortholog
55624	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	Homo sapiens	human	PROTEIN_CODING	14	55624	NCBI Ortholog
5571	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1	Homo sapiens	human	PROTEIN_CODING	8	5571	NCBI Ortholog
55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2	Homo sapiens	human	PROTEIN_CODING	25	55755	NCBI Ortholog
55801	IL26	interleukin 26	Homo sapiens	human	PROTEIN_CODING	1	55801	NCBI Ortholog
55811	ADCY10	adenylate cyclase 10	Homo sapiens	human	PROTEIN_CODING	19	55811	NCBI Ortholog
55835	CENPJ	centromere protein J	Homo sapiens	human	PROTEIN_CODING	19	55835	NCBI Ortholog
55847	CISD1	CDGSH iron sulfur domain 1	Homo sapiens	human	PROTEIN_CODING	2	55847	NCBI Ortholog
55876	GSDMB	gasdermin B	Homo sapiens	human	PROTEIN_CODING	15	55876	NCBI Ortholog
5589	PRKCSH	PRKCSH beta subunit of glucosidase II	Homo sapiens	human	PROTEIN_CODING	7	5589	NCBI Ortholog
55914	ERBIN	erbb2 interacting protein	Homo sapiens	human	PROTEIN_CODING	30	55914	NCBI Ortholog
5593	PRKG2	protein kinase cGMP-dependent 2	Homo sapiens	human	PROTEIN_CODING	14	5593	NCBI Ortholog
5603	MAPK13	mitogen-activated protein kinase 13	Homo sapiens	human	PROTEIN_CODING	3	5603	NCBI Ortholog
56034	PDGFC	platelet derived growth factor C	Homo sapiens	human	PROTEIN_CODING	8	56034	NCBI Ortholog
5630	PRPH	peripherin	Homo sapiens	human	PROTEIN_CODING	1	5630	NCBI Ortholog
5646	PRSS3	serine protease 3	Homo sapiens	human	PROTEIN_CODING	11	5646	NCBI Ortholog
56647	BCCIP	BRCA2 and CDKN1A interacting protein	Homo sapiens	human	PROTEIN_CODING	3	56647	NCBI Ortholog
56648	EIF5A2	eukaryotic translation initiation factor 5A2	Homo sapiens	human	PROTEIN_CODING	1	56648	NCBI Ortholog
5686	PSMA5	proteasome 20S subunit alpha 5	Homo sapiens	human	PROTEIN_CODING	4	5686	NCBI Ortholog
56913	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	Homo sapiens	human	PROTEIN_CODING	29	56913	NCBI Ortholog
5692	PSMB4	proteasome 20S subunit beta 4	Homo sapiens	human	PROTEIN_CODING	1	5692	NCBI Ortholog
56937	PMEPA1	prostate transmembrane protein, androgen induced 1	Homo sapiens	human	PROTEIN_CODING	5	56937	NCBI Ortholog
56946	EMSY	EMSY transcriptional repressor, BRCA2 interacting	Homo sapiens	human	PROTEIN_CODING	96	56946	NCBI Ortholog
5695	PSMB7	proteasome 20S subunit beta 7	Homo sapiens	human	PROTEIN_CODING	1	5695	NCBI Ortholog
57082	KNL1	kinetochore scaffold 1	Homo sapiens	human	PROTEIN_CODING	3	57082	NCBI Ortholog
57120	GOPC	golgi associated PDZ and coiled-coil motif containing	Homo sapiens	human	PROTEIN_CODING	3	57120	NCBI Ortholog
57124	CD248	CD248 molecule	Homo sapiens	human	PROTEIN_CODING	1	57124	NCBI Ortholog
5713	PSMD7	proteasome 26S subunit, non-ATPase 7	Homo sapiens	human	PROTEIN_CODING	1	5713	NCBI Ortholog
57144	PAK5	p21 (RAC1) activated kinase 5	Homo sapiens	human	PROTEIN_CODING	12	57144	NCBI Ortholog
5717	PSMD11	proteasome 26S subunit, non-ATPase 11	Homo sapiens	human	PROTEIN_CODING	2	5717	NCBI Ortholog
5718	PSMD12	proteasome 26S subunit, non-ATPase 12	Homo sapiens	human	PROTEIN_CODING	5	5718	NCBI Ortholog
57211	ADGRG6	adhesion G protein-coupled receptor G6	Homo sapiens	human	PROTEIN_CODING	28	57211	NCBI Ortholog
57498	KIDINS220	kinase D interacting substrate 220	Homo sapiens	human	PROTEIN_CODING	16	57498	NCBI Ortholog
57502	NLGN4X	neuroligin 4 X-linked	Homo sapiens	human	PROTEIN_CODING	26	57502	NCBI Ortholog
57504	MTA3	metastasis associated 1 family member 3	Homo sapiens	human	PROTEIN_CODING	6	57504	NCBI Ortholog
57531	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	Homo sapiens	human	PROTEIN_CODING	18	57531	NCBI Ortholog
57646	USP28	ubiquitin specific peptidase 28	Homo sapiens	human	PROTEIN_CODING	51	57646	NCBI Ortholog
5768	QSOX1	quiescin sulfhydryl oxidase 1	Homo sapiens	human	PROTEIN_CODING	4	5768	NCBI Ortholog
57704	GBA2	glucosylceramidase beta 2	Homo sapiens	human	PROTEIN_CODING	26	57704	NCBI Ortholog
5774	PTPN3	protein tyrosine phosphatase non-receptor type 3	Homo sapiens	human	PROTEIN_CODING	29	5774	NCBI Ortholog
57823	SLAMF7	SLAM family member 7	Homo sapiens	human	PROTEIN_CODING	16	57823	NCBI Ortholog
5784	PTPN14	protein tyrosine phosphatase non-receptor type 14	Homo sapiens	human	PROTEIN_CODING	11	5784	NCBI Ortholog
5793	PTPRG	protein tyrosine phosphatase receptor type G	Homo sapiens	human	PROTEIN_CODING	10	5793	NCBI Ortholog
5796	PTPRK	protein tyrosine phosphatase receptor type K	Homo sapiens	human	PROTEIN_CODING	6	5796	NCBI Ortholog
5797	PTPRM	protein tyrosine phosphatase receptor type M	Homo sapiens	human	PROTEIN_CODING	62	5797	NCBI Ortholog
5816	PVALB	parvalbumin	Homo sapiens	human	PROTEIN_CODING	2	5816	NCBI Ortholog
582	BBS1	Bardet-Biedl syndrome 1	Homo sapiens	human	PROTEIN_CODING	1	582	NCBI Ortholog
5825	ABCD3	ATP binding cassette subfamily D member 3	Homo sapiens	human	PROTEIN_CODING	15	5825	NCBI Ortholog
586	BCAT1	branched chain amino acid transaminase 1	Homo sapiens	human	PROTEIN_CODING	46	586	NCBI Ortholog
5860	QDPR	quinoid dihydropteridine reductase	Homo sapiens	human	PROTEIN_CODING	3	5860	NCBI Ortholog
5864	RAB3A	RAB3A, member RAS oncogene family	Homo sapiens	human	PROTEIN_CODING	1	5864	NCBI Ortholog
5874	RAB27B	RAB27B, member RAS oncogene family	Homo sapiens	human	PROTEIN_CODING	16	5874	NCBI Ortholog
5892	RAD51D	RAD51 paralog D	Homo sapiens	human	PROTEIN_CODING	5	5892	NCBI Ortholog
5899	RALB	RAS like proto-oncogene B	Homo sapiens	human	PROTEIN_CODING	20	5899	NCBI Ortholog
5902	RANBP1	RAN binding protein 1	Homo sapiens	human	PROTEIN_CODING	14	5902	NCBI Ortholog
5913	RAPSN	receptor associated protein of the synapse	Homo sapiens	human	PROTEIN_CODING	8	5913	NCBI Ortholog
